beacon_id,ble_rssi_norm,distance_est_norm,zone
BLE_Beacon_05,0.1002,1.0,Zone_B
BLE_Beacon_05,0.3519,0.2081,Zone_A
BLE_Beacon_06,0.2861,0.3537,Zone_C
BLE_Beacon_07,0.7703,0.0071,Zone_D
BLE_Beacon_07,0.3378,0.2332,Zone_B
BLE_Beacon_08,0.6152,0.0249,Zone_C
BLE_Beacon_09,0.281,0.3686,Zone_A
BLE_Beacon_07,0.1334,1.0,Zone_B
BLE_Beacon_09,0.3022,0.3106,Zone_A
BLE_Beacon_02,0.3291,0.2502,Zone_C
BLE_Beacon_05,0.4218,0.1185,Zone_D
BLE_Beacon_03,0.6134,0.0253,Zone_C
BLE_Beacon_08,0.1047,1.0,Zone_C
BLE_Beacon_10,0.8557,0.0036,Zone_C
BLE_Beacon_01,0.1304,1.0,Zone_D
BLE_Beacon_06,0.4746,0.0774,Zone_B
BLE_Beacon_01,0.1836,0.8079,Zone_D
BLE_Beacon_01,0.1706,0.8972,Zone_B
BLE_Beacon_06,0.356,0.2014,Zone_A
BLE_Beacon_10,0.192,0.7552,Zone_D
BLE_Beacon_06,0.3637,0.1892,Zone_A
BLE_Beacon_10,0.1796,0.8343,Zone_C
BLE_Beacon_07,0.3184,0.2725,Zone_C
BLE_Beacon_04,0.8261,0.0046,Zone_A
BLE_Beacon_03,0.4635,0.0847,Zone_D
BLE_Beacon_09,0.164,0.9466,Zone_C
BLE_Beacon_08,0.24,0.5128,Zone_C
BLE_Beacon_08,0.2287,0.5617,Zone_B
BLE_Beacon_02,0.4266,0.114,Zone_D
BLE_Beacon_02,0.7083,0.0118,Zone_C
BLE_Beacon_06,0.6289,0.0223,Zone_C
BLE_Beacon_05,0.7404,0.0091,Zone_B
BLE_Beacon_06,0.4712,0.0796,Zone_A
BLE_Beacon_04,0.6938,0.0132,Zone_B
BLE_Beacon_08,0.0921,1.0,Zone_C
BLE_Beacon_08,0.7029,0.0123,Zone_B
BLE_Beacon_10,0.7662,0.0074,Zone_A
BLE_Beacon_05,0.3843,0.1603,Zone_D
BLE_Beacon_09,0.3942,0.148,Zone_D
BLE_Beacon_10,0.1294,1.0,Zone_C
BLE_Beacon_02,0.425,0.1155,Zone_C
BLE_Beacon_03,0.7613,0.0077,Zone_B
BLE_Beacon_03,0.4113,0.1289,Zone_A
BLE_Beacon_02,0.4785,0.075,Zone_C
BLE_Beacon_03,0.1987,0.7155,Zone_B
BLE_Beacon_06,0.8159,0.0049,Zone_C
BLE_Beacon_02,0.2683,0.4082,Zone_C
BLE_Beacon_03,0.5625,0.0381,Zone_A
BLE_Beacon_09,0.5751,0.0345,Zone_B
BLE_Beacon_03,0.589,0.0308,Zone_C
BLE_Beacon_10,0.1038,1.0,Zone_A
BLE_Beacon_02,0.1071,1.0,Zone_C
BLE_Beacon_04,0.674,0.0155,Zone_D
BLE_Beacon_10,0.5735,0.0349,Zone_D
BLE_Beacon_09,0.299,0.3187,Zone_C
BLE_Beacon_08,0.2638,0.4232,Zone_D
BLE_Beacon_05,0.4278,0.1129,Zone_A
BLE_Beacon_03,0.4168,0.1233,Zone_D
BLE_Beacon_08,0.2317,0.5482,Zone_B
BLE_Beacon_06,0.7483,0.0085,Zone_C
BLE_Beacon_06,0.8378,0.0041,Zone_B
BLE_Beacon_06,0.4761,0.0765,Zone_A
BLE_Beacon_06,0.2614,0.4317,Zone_A
BLE_Beacon_05,0.4247,0.1158,Zone_B
BLE_Beacon_02,0.1112,1.0,Zone_D
BLE_Beacon_10,0.4,0.1413,Zone_B
BLE_Beacon_06,0.8051,0.0054,Zone_C
BLE_Beacon_04,0.671,0.0159,Zone_D
BLE_Beacon_09,0.4382,0.1038,Zone_C
BLE_Beacon_08,0.0896,1.0,Zone_D
BLE_Beacon_09,0.4307,0.1103,Zone_B
BLE_Beacon_04,0.5298,0.0496,Zone_A
BLE_Beacon_01,0.2925,0.3359,Zone_D
BLE_Beacon_05,0.4931,0.0667,Zone_A
BLE_Beacon_07,0.1767,0.8544,Zone_C
BLE_Beacon_06,0.6716,0.0158,Zone_C
BLE_Beacon_01,0.3862,0.1579,Zone_B
BLE_Beacon_06,0.5061,0.0601,Zone_A
BLE_Beacon_07,0.4676,0.0819,Zone_C
BLE_Beacon_10,0.606,0.0268,Zone_A
BLE_Beacon_03,0.8376,0.0042,Zone_D
BLE_Beacon_06,0.696,0.013,Zone_C
BLE_Beacon_09,0.8092,0.0052,Zone_B
BLE_Beacon_04,0.5448,0.044,Zone_D
BLE_Beacon_09,0.1031,1.0,Zone_A
BLE_Beacon_03,0.6321,0.0218,Zone_D
BLE_Beacon_09,0.4305,0.1105,Zone_B
BLE_Beacon_06,0.8032,0.0055,Zone_C
BLE_Beacon_03,0.3802,0.1657,Zone_C
BLE_Beacon_10,0.3357,0.2371,Zone_D
BLE_Beacon_10,0.307,0.2989,Zone_A
BLE_Beacon_06,0.3317,0.245,Zone_A
BLE_Beacon_07,0.5301,0.0495,Zone_A
BLE_Beacon_10,0.4443,0.0988,Zone_B
BLE_Beacon_01,0.5299,0.0496,Zone_B
BLE_Beacon_09,0.5657,0.0372,Zone_D
BLE_Beacon_03,0.717,0.011,Zone_B
BLE_Beacon_01,0.5213,0.0531,Zone_A
BLE_Beacon_04,0.0863,1.0,Zone_C
BLE_Beacon_07,0.1904,0.7648,Zone_B
BLE_Beacon_07,0.4657,0.0832,Zone_D
BLE_Beacon_01,0.626,0.0229,Zone_B
BLE_Beacon_09,0.3268,0.2547,Zone_D
BLE_Beacon_09,0.3675,0.1835,Zone_B
BLE_Beacon_08,0.7881,0.0062,Zone_C
BLE_Beacon_09,0.3498,0.2117,Zone_C
BLE_Beacon_10,0.4519,0.093,Zone_B
BLE_Beacon_05,0.5099,0.0582,Zone_B
BLE_Beacon_05,0.6774,0.0151,Zone_B
BLE_Beacon_08,0.3205,0.268,Zone_C
BLE_Beacon_09,0.8051,0.0054,Zone_C
BLE_Beacon_05,0.1672,0.9222,Zone_D
BLE_Beacon_07,0.7144,0.0112,Zone_B
BLE_Beacon_05,0.1045,1.0,Zone_A
BLE_Beacon_06,0.7974,0.0057,Zone_C
BLE_Beacon_08,0.2396,0.5147,Zone_C
BLE_Beacon_09,0.6184,0.0243,Zone_B
BLE_Beacon_02,0.5552,0.0404,Zone_B
BLE_Beacon_04,0.1113,1.0,Zone_B
BLE_Beacon_04,0.1127,1.0,Zone_D
BLE_Beacon_06,0.6351,0.0212,Zone_A
BLE_Beacon_03,0.0755,1.0,Zone_B
BLE_Beacon_07,0.5844,0.032,Zone_D
BLE_Beacon_08,0.5826,0.0324,Zone_C
BLE_Beacon_06,0.2957,0.3274,Zone_A
BLE_Beacon_02,0.5839,0.0321,Zone_B
BLE_Beacon_09,0.6518,0.0186,Zone_A
BLE_Beacon_03,0.3998,0.1415,Zone_B
BLE_Beacon_01,0.8549,0.0036,Zone_D
BLE_Beacon_08,0.2178,0.6133,Zone_C
BLE_Beacon_01,0.0787,1.0,Zone_A
BLE_Beacon_06,0.295,0.3292,Zone_D
BLE_Beacon_03,0.7401,0.0091,Zone_D
BLE_Beacon_05,0.2229,0.5885,Zone_A
BLE_Beacon_06,0.1991,0.7131,Zone_D
BLE_Beacon_05,0.636,0.0211,Zone_A
BLE_Beacon_06,0.6927,0.0133,Zone_B
BLE_Beacon_03,0.5515,0.0417,Zone_D
BLE_Beacon_07,0.4763,0.0764,Zone_A
BLE_Beacon_07,0.5973,0.0288,Zone_B
BLE_Beacon_03,0.4466,0.0971,Zone_B
BLE_Beacon_01,0.2763,0.3827,Zone_B
BLE_Beacon_08,0.6637,0.0169,Zone_C
BLE_Beacon_05,0.5291,0.0499,Zone_A
BLE_Beacon_05,0.585,0.0318,Zone_B
BLE_Beacon_01,0.5961,0.0291,Zone_D
BLE_Beacon_05,0.1969,0.7257,Zone_C
BLE_Beacon_02,0.5733,0.035,Zone_C
BLE_Beacon_06,0.5543,0.0407,Zone_B
BLE_Beacon_03,0.4471,0.0966,Zone_D
BLE_Beacon_10,0.365,0.1873,Zone_D
BLE_Beacon_09,0.7016,0.0124,Zone_B
BLE_Beacon_04,0.606,0.0269,Zone_A
BLE_Beacon_09,0.4224,0.1179,Zone_C
BLE_Beacon_02,0.7921,0.006,Zone_A
BLE_Beacon_01,0.7226,0.0105,Zone_B
BLE_Beacon_10,0.4931,0.0667,Zone_B
BLE_Beacon_06,0.7428,0.0089,Zone_D
BLE_Beacon_02,0.6059,0.0269,Zone_D
BLE_Beacon_02,0.7777,0.0067,Zone_D
BLE_Beacon_01,0.4277,0.113,Zone_D
BLE_Beacon_08,0.5145,0.0561,Zone_D
BLE_Beacon_05,0.6397,0.0205,Zone_D
BLE_Beacon_05,0.7129,0.0113,Zone_B
BLE_Beacon_10,0.1288,1.0,Zone_D
BLE_Beacon_06,0.6217,0.0237,Zone_A
BLE_Beacon_02,0.8463,0.0039,Zone_D
BLE_Beacon_01,0.297,0.324,Zone_B
BLE_Beacon_03,0.6732,0.0156,Zone_D
BLE_Beacon_06,0.8515,0.0037,Zone_D
BLE_Beacon_08,0.7547,0.0081,Zone_D
BLE_Beacon_07,0.1345,1.0,Zone_B
BLE_Beacon_06,0.1646,0.9414,Zone_D
BLE_Beacon_09,0.1715,0.8908,Zone_B
BLE_Beacon_01,0.6656,0.0166,Zone_C
BLE_Beacon_08,0.6006,0.028,Zone_D
BLE_Beacon_09,0.3694,0.1807,Zone_B
BLE_Beacon_04,0.4333,0.108,Zone_B
BLE_Beacon_05,0.2195,0.6049,Zone_A
BLE_Beacon_01,0.7074,0.0119,Zone_D
BLE_Beacon_10,0.6733,0.0156,Zone_A
BLE_Beacon_04,0.2333,0.5411,Zone_A
BLE_Beacon_10,0.0978,1.0,Zone_A
BLE_Beacon_04,0.6533,0.0183,Zone_D
BLE_Beacon_08,0.2556,0.4524,Zone_B
BLE_Beacon_01,0.1815,0.8215,Zone_C
BLE_Beacon_04,0.7124,0.0114,Zone_C
BLE_Beacon_10,0.5412,0.0453,Zone_C
BLE_Beacon_04,0.3085,0.2952,Zone_B
BLE_Beacon_09,0.2451,0.4922,Zone_C
BLE_Beacon_05,0.1193,1.0,Zone_B
BLE_Beacon_07,0.5082,0.0591,Zone_A
BLE_Beacon_06,0.8112,0.0051,Zone_D
BLE_Beacon_09,0.3219,0.2651,Zone_D
BLE_Beacon_07,0.1887,0.7756,Zone_D
BLE_Beacon_03,0.6642,0.0168,Zone_D
BLE_Beacon_04,0.7388,0.0092,Zone_C
BLE_Beacon_03,0.7045,0.0121,Zone_A
BLE_Beacon_09,0.3957,0.1463,Zone_D
BLE_Beacon_09,0.4879,0.0696,Zone_D
BLE_Beacon_04,0.2718,0.397,Zone_C
BLE_Beacon_02,0.796,0.0058,Zone_C
BLE_Beacon_02,0.4923,0.0671,Zone_B
BLE_Beacon_01,0.2824,0.3645,Zone_A
BLE_Beacon_02,0.2193,0.6061,Zone_B
BLE_Beacon_08,0.2356,0.5316,Zone_C
BLE_Beacon_05,0.8234,0.0047,Zone_A
BLE_Beacon_04,0.8078,0.0053,Zone_A
BLE_Beacon_08,0.7899,0.0061,Zone_B
BLE_Beacon_07,0.7905,0.0061,Zone_C
BLE_Beacon_05,0.3705,0.1791,Zone_C
BLE_Beacon_05,0.2769,0.3808,Zone_D
BLE_Beacon_08,0.1489,1.0,Zone_D
BLE_Beacon_06,0.7898,0.0061,Zone_C
BLE_Beacon_06,0.3967,0.1451,Zone_B
BLE_Beacon_03,0.0842,1.0,Zone_D
BLE_Beacon_05,0.1912,0.7601,Zone_C
BLE_Beacon_04,0.3699,0.1801,Zone_B
BLE_Beacon_08,0.5041,0.0611,Zone_C
BLE_Beacon_05,0.6712,0.0159,Zone_D
BLE_Beacon_08,0.4335,0.1078,Zone_C
BLE_Beacon_03,0.1814,0.8225,Zone_D
BLE_Beacon_03,0.7918,0.006,Zone_A
BLE_Beacon_09,0.098,1.0,Zone_A
BLE_Beacon_01,0.672,0.0158,Zone_D
BLE_Beacon_03,0.7334,0.0096,Zone_B
BLE_Beacon_02,0.6271,0.0227,Zone_A
BLE_Beacon_04,0.4688,0.0811,Zone_C
BLE_Beacon_01,0.5569,0.0399,Zone_D
BLE_Beacon_08,0.0838,1.0,Zone_D
BLE_Beacon_01,0.0846,1.0,Zone_C
BLE_Beacon_09,0.8394,0.0041,Zone_A
BLE_Beacon_09,0.7103,0.0116,Zone_D
BLE_Beacon_03,0.1555,1.0,Zone_A
BLE_Beacon_09,0.1884,0.7772,Zone_B
BLE_Beacon_10,0.4851,0.0712,Zone_C
BLE_Beacon_05,0.696,0.013,Zone_A
BLE_Beacon_06,0.8252,0.0046,Zone_D
BLE_Beacon_10,0.2625,0.4277,Zone_B
BLE_Beacon_05,0.6089,0.0262,Zone_A
BLE_Beacon_01,0.1449,1.0,Zone_D
BLE_Beacon_07,0.5057,0.0603,Zone_A
BLE_Beacon_01,0.6237,0.0233,Zone_A
BLE_Beacon_08,0.7356,0.0094,Zone_C
BLE_Beacon_10,0.8393,0.0041,Zone_A
BLE_Beacon_09,0.7936,0.0059,Zone_B
BLE_Beacon_04,0.7796,0.0066,Zone_D
BLE_Beacon_05,0.108,1.0,Zone_A
BLE_Beacon_05,0.778,0.0067,Zone_A
BLE_Beacon_03,0.8012,0.0056,Zone_C
BLE_Beacon_01,0.8269,0.0045,Zone_B
BLE_Beacon_07,0.8013,0.0056,Zone_C
BLE_Beacon_03,0.5145,0.0561,Zone_D
BLE_Beacon_09,0.3321,0.2442,Zone_B
BLE_Beacon_02,0.4649,0.0837,Zone_C
BLE_Beacon_01,0.1482,1.0,Zone_B
BLE_Beacon_02,0.339,0.2309,Zone_D
BLE_Beacon_06,0.0947,1.0,Zone_C
BLE_Beacon_08,0.4569,0.0893,Zone_C
BLE_Beacon_09,0.8109,0.0052,Zone_D
BLE_Beacon_03,0.6055,0.027,Zone_D
BLE_Beacon_02,0.6781,0.015,Zone_C
BLE_Beacon_04,0.6317,0.0218,Zone_A
BLE_Beacon_05,0.1926,0.7514,Zone_B
BLE_Beacon_07,0.3202,0.2686,Zone_A
BLE_Beacon_02,0.0755,1.0,Zone_C
BLE_Beacon_08,0.3542,0.2043,Zone_C
BLE_Beacon_02,0.1755,0.8622,Zone_B
BLE_Beacon_07,0.4241,0.1163,Zone_D
BLE_Beacon_02,0.0921,1.0,Zone_C
BLE_Beacon_09,0.1446,1.0,Zone_C
BLE_Beacon_07,0.0811,1.0,Zone_D
BLE_Beacon_07,0.6836,0.0144,Zone_B
BLE_Beacon_10,0.4809,0.0736,Zone_D
BLE_Beacon_03,0.1805,0.8283,Zone_C
BLE_Beacon_05,0.4589,0.0879,Zone_A
BLE_Beacon_03,0.413,0.1272,Zone_D
BLE_Beacon_05,0.4519,0.093,Zone_A
BLE_Beacon_06,0.2692,0.4053,Zone_B
BLE_Beacon_08,0.538,0.0465,Zone_B
BLE_Beacon_08,0.1555,1.0,Zone_C
BLE_Beacon_01,0.8169,0.0049,Zone_C
BLE_Beacon_10,0.3699,0.18,Zone_C
BLE_Beacon_08,0.3344,0.2396,Zone_B
BLE_Beacon_05,0.3234,0.2619,Zone_B
BLE_Beacon_08,0.3183,0.2729,Zone_D
BLE_Beacon_06,0.3004,0.3152,Zone_D
BLE_Beacon_10,0.6858,0.0141,Zone_C
BLE_Beacon_07,0.2917,0.3382,Zone_D
BLE_Beacon_06,0.1609,0.9701,Zone_B
BLE_Beacon_10,0.855,0.0036,Zone_B
BLE_Beacon_09,0.0926,1.0,Zone_D
BLE_Beacon_04,0.4159,0.1242,Zone_C
BLE_Beacon_02,0.7149,0.0112,Zone_D
BLE_Beacon_08,0.1808,0.8265,Zone_C
BLE_Beacon_04,0.27,0.4028,Zone_B
BLE_Beacon_07,0.6914,0.0135,Zone_A
BLE_Beacon_08,0.8498,0.0038,Zone_D
BLE_Beacon_10,0.3863,0.1577,Zone_D
BLE_Beacon_09,0.1003,1.0,Zone_C
BLE_Beacon_09,0.538,0.0465,Zone_A
BLE_Beacon_02,0.6756,0.0153,Zone_C
BLE_Beacon_03,0.5798,0.0332,Zone_A
BLE_Beacon_10,0.8443,0.0039,Zone_D
BLE_Beacon_06,0.8302,0.0044,Zone_D
BLE_Beacon_02,0.0797,1.0,Zone_C
BLE_Beacon_04,0.4727,0.0786,Zone_B
BLE_Beacon_08,0.3654,0.1867,Zone_D
BLE_Beacon_10,0.6139,0.0252,Zone_B
BLE_Beacon_06,0.8553,0.0036,Zone_D
BLE_Beacon_02,0.3036,0.3073,Zone_A
BLE_Beacon_02,0.7246,0.0103,Zone_B
BLE_Beacon_06,0.3165,0.2769,Zone_D
BLE_Beacon_04,0.4809,0.0736,Zone_C
BLE_Beacon_08,0.1481,1.0,Zone_D
BLE_Beacon_06,0.1242,1.0,Zone_A
BLE_Beacon_02,0.0892,1.0,Zone_C
BLE_Beacon_02,0.6035,0.0274,Zone_B
BLE_Beacon_04,0.4769,0.076,Zone_B
BLE_Beacon_06,0.5113,0.0576,Zone_D
BLE_Beacon_04,0.6982,0.0128,Zone_B
BLE_Beacon_03,0.5747,0.0346,Zone_D
BLE_Beacon_07,0.0944,1.0,Zone_B
BLE_Beacon_08,0.5367,0.0469,Zone_D
BLE_Beacon_01,0.6251,0.023,Zone_B
BLE_Beacon_05,0.6625,0.017,Zone_A
BLE_Beacon_10,0.1514,1.0,Zone_B
BLE_Beacon_06,0.3276,0.2532,Zone_D
BLE_Beacon_02,0.2776,0.3789,Zone_D
BLE_Beacon_09,0.8304,0.0044,Zone_C
BLE_Beacon_10,0.3768,0.1703,Zone_D
BLE_Beacon_10,0.1612,0.968,Zone_C
BLE_Beacon_08,0.5565,0.04,Zone_C
BLE_Beacon_10,0.5351,0.0475,Zone_B
BLE_Beacon_06,0.164,0.946,Zone_C
BLE_Beacon_02,0.2152,0.6261,Zone_B
BLE_Beacon_09,0.3766,0.1705,Zone_B
BLE_Beacon_10,0.3729,0.1757,Zone_B
BLE_Beacon_08,0.5708,0.0357,Zone_B
BLE_Beacon_09,0.2025,0.6936,Zone_C
BLE_Beacon_03,0.2184,0.6102,Zone_D
BLE_Beacon_10,0.1136,1.0,Zone_C
BLE_Beacon_01,0.4522,0.0928,Zone_B
BLE_Beacon_07,0.8287,0.0045,Zone_D
BLE_Beacon_07,0.6094,0.0261,Zone_D
BLE_Beacon_08,0.4554,0.0904,Zone_A
BLE_Beacon_10,0.0957,1.0,Zone_B
BLE_Beacon_05,0.0971,1.0,Zone_B
BLE_Beacon_09,0.2982,0.3207,Zone_D
BLE_Beacon_10,0.6548,0.0181,Zone_D
BLE_Beacon_09,0.4728,0.0786,Zone_A
BLE_Beacon_05,0.6804,0.0147,Zone_C
BLE_Beacon_09,0.7178,0.0109,Zone_A
BLE_Beacon_08,0.5007,0.0627,Zone_D
BLE_Beacon_02,0.6497,0.0189,Zone_B
BLE_Beacon_05,0.7588,0.0078,Zone_A
BLE_Beacon_08,0.2779,0.3778,Zone_A
BLE_Beacon_08,0.7513,0.0083,Zone_A
BLE_Beacon_04,0.2363,0.5282,Zone_C
BLE_Beacon_10,0.5686,0.0363,Zone_B
BLE_Beacon_10,0.1808,0.8262,Zone_B
BLE_Beacon_04,0.7043,0.0122,Zone_C
BLE_Beacon_09,0.2923,0.3365,Zone_B
BLE_Beacon_06,0.8406,0.0041,Zone_C
BLE_Beacon_05,0.5214,0.0531,Zone_A
BLE_Beacon_03,0.8279,0.0045,Zone_D
BLE_Beacon_01,0.8512,0.0037,Zone_B
BLE_Beacon_03,0.2676,0.4106,Zone_C
BLE_Beacon_04,0.6697,0.0161,Zone_D
BLE_Beacon_08,0.1831,0.811,Zone_C
BLE_Beacon_07,0.3662,0.1855,Zone_A
BLE_Beacon_02,0.388,0.1557,Zone_C
BLE_Beacon_06,0.4287,0.1121,Zone_D
BLE_Beacon_06,0.5287,0.0501,Zone_A
BLE_Beacon_08,0.5702,0.0358,Zone_C
BLE_Beacon_02,0.6966,0.0129,Zone_D
BLE_Beacon_04,0.8321,0.0043,Zone_B
BLE_Beacon_08,0.2824,0.3644,Zone_C
BLE_Beacon_06,0.5015,0.0624,Zone_B
BLE_Beacon_10,0.7412,0.009,Zone_C
BLE_Beacon_01,0.1075,1.0,Zone_D
BLE_Beacon_01,0.169,0.9085,Zone_B
BLE_Beacon_08,0.4301,0.1108,Zone_D
BLE_Beacon_04,0.8538,0.0036,Zone_B
BLE_Beacon_05,0.1963,0.7291,Zone_C
BLE_Beacon_02,0.5857,0.0316,Zone_C
BLE_Beacon_02,0.3636,0.1894,Zone_B
BLE_Beacon_01,0.3828,0.1622,Zone_C
BLE_Beacon_04,0.4087,0.1317,Zone_A
BLE_Beacon_02,0.0723,1.0,Zone_D
BLE_Beacon_02,0.1757,0.8611,Zone_B
BLE_Beacon_09,0.6057,0.0269,Zone_A
BLE_Beacon_01,0.618,0.0244,Zone_A
BLE_Beacon_07,0.6167,0.0246,Zone_D
BLE_Beacon_02,0.2513,0.4682,Zone_A
BLE_Beacon_02,0.1525,1.0,Zone_C
BLE_Beacon_05,0.1792,0.8373,Zone_B
BLE_Beacon_03,0.1252,1.0,Zone_A
BLE_Beacon_10,0.5822,0.0325,Zone_D
BLE_Beacon_06,0.6391,0.0206,Zone_B
BLE_Beacon_07,0.5555,0.0403,Zone_D
BLE_Beacon_04,0.1395,1.0,Zone_A
BLE_Beacon_03,0.6626,0.017,Zone_D
BLE_Beacon_06,0.8283,0.0045,Zone_C
BLE_Beacon_03,0.2661,0.4155,Zone_A
BLE_Beacon_04,0.5062,0.06,Zone_C
BLE_Beacon_01,0.7376,0.0093,Zone_C
BLE_Beacon_04,0.4782,0.0752,Zone_B
BLE_Beacon_07,0.3036,0.3071,Zone_A
BLE_Beacon_04,0.4603,0.0869,Zone_A
BLE_Beacon_04,0.464,0.0844,Zone_A
BLE_Beacon_09,0.7697,0.0072,Zone_A
BLE_Beacon_06,0.8052,0.0054,Zone_B
BLE_Beacon_07,0.7478,0.0086,Zone_D
BLE_Beacon_06,0.5007,0.0627,Zone_B
BLE_Beacon_08,0.8214,0.0047,Zone_A
BLE_Beacon_01,0.5329,0.0484,Zone_A
BLE_Beacon_05,0.2409,0.509,Zone_A
BLE_Beacon_07,0.4695,0.0807,Zone_D
BLE_Beacon_07,0.6229,0.0234,Zone_A
BLE_Beacon_09,0.4939,0.0663,Zone_B
BLE_Beacon_05,0.1371,1.0,Zone_A
BLE_Beacon_09,0.795,0.0059,Zone_B
BLE_Beacon_09,0.3282,0.252,Zone_A
BLE_Beacon_05,0.6204,0.0239,Zone_B
BLE_Beacon_01,0.2635,0.4243,Zone_D
BLE_Beacon_02,0.4276,0.113,Zone_A
BLE_Beacon_05,0.5948,0.0294,Zone_B
BLE_Beacon_02,0.0814,1.0,Zone_B
BLE_Beacon_01,0.2002,0.7071,Zone_C
BLE_Beacon_09,0.4778,0.0754,Zone_C
BLE_Beacon_03,0.3636,0.1894,Zone_C
BLE_Beacon_02,0.6776,0.0151,Zone_A
BLE_Beacon_06,0.7056,0.012,Zone_C
BLE_Beacon_09,0.1216,1.0,Zone_A
BLE_Beacon_08,0.4291,0.1117,Zone_C
BLE_Beacon_01,0.464,0.0843,Zone_B
BLE_Beacon_06,0.195,0.7369,Zone_A
BLE_Beacon_10,0.6011,0.0279,Zone_A
BLE_Beacon_04,0.6535,0.0183,Zone_A
BLE_Beacon_01,0.7461,0.0087,Zone_A
BLE_Beacon_04,0.1076,1.0,Zone_C
BLE_Beacon_07,0.7945,0.0059,Zone_B
BLE_Beacon_01,0.5058,0.0602,Zone_D
BLE_Beacon_04,0.3243,0.26,Zone_D
BLE_Beacon_06,0.2846,0.3581,Zone_A
BLE_Beacon_10,0.3643,0.1883,Zone_A
BLE_Beacon_03,0.2468,0.4856,Zone_A
BLE_Beacon_07,0.1256,1.0,Zone_D
BLE_Beacon_05,0.6792,0.0149,Zone_C
BLE_Beacon_06,0.1393,1.0,Zone_D
BLE_Beacon_01,0.3613,0.193,Zone_C
BLE_Beacon_10,0.6878,0.0139,Zone_B
BLE_Beacon_08,0.3608,0.1938,Zone_D
BLE_Beacon_04,0.6469,0.0193,Zone_B
BLE_Beacon_03,0.0764,1.0,Zone_D
BLE_Beacon_01,0.2545,0.4563,Zone_C
BLE_Beacon_01,0.8186,0.0048,Zone_A
BLE_Beacon_07,0.7385,0.0092,Zone_C
BLE_Beacon_02,0.2327,0.5441,Zone_B
BLE_Beacon_07,0.458,0.0885,Zone_A
BLE_Beacon_03,0.6306,0.022,Zone_A
BLE_Beacon_01,0.7953,0.0058,Zone_D
BLE_Beacon_06,0.4316,0.1095,Zone_A
BLE_Beacon_10,0.1465,1.0,Zone_B
BLE_Beacon_07,0.1302,1.0,Zone_A
BLE_Beacon_07,0.5919,0.0301,Zone_B
BLE_Beacon_04,0.3006,0.3147,Zone_C
BLE_Beacon_07,0.622,0.0236,Zone_C
BLE_Beacon_06,0.4272,0.1135,Zone_B
BLE_Beacon_02,0.8128,0.0051,Zone_B
BLE_Beacon_10,0.1571,1.0,Zone_A
BLE_Beacon_03,0.4247,0.1158,Zone_C
BLE_Beacon_07,0.1663,0.9289,Zone_C
BLE_Beacon_04,0.4265,0.1141,Zone_D
BLE_Beacon_05,0.7412,0.009,Zone_A
BLE_Beacon_03,0.706,0.012,Zone_C
BLE_Beacon_10,0.1031,1.0,Zone_C
BLE_Beacon_03,0.1431,1.0,Zone_B
BLE_Beacon_06,0.3828,0.1623,Zone_A
BLE_Beacon_05,0.2758,0.3842,Zone_B
BLE_Beacon_01,0.8195,0.0048,Zone_D
BLE_Beacon_09,0.6592,0.0175,Zone_B
BLE_Beacon_02,0.4345,0.107,Zone_B
BLE_Beacon_02,0.0808,1.0,Zone_B
BLE_Beacon_03,0.2271,0.569,Zone_D
BLE_Beacon_06,0.6107,0.0259,Zone_A
BLE_Beacon_10,0.532,0.0488,Zone_A
BLE_Beacon_01,0.8549,0.0036,Zone_B
BLE_Beacon_08,0.7073,0.0119,Zone_A
BLE_Beacon_06,0.1677,0.9184,Zone_D
BLE_Beacon_01,0.2034,0.6887,Zone_D
BLE_Beacon_07,0.4612,0.0862,Zone_D
BLE_Beacon_07,0.2072,0.668,Zone_B
BLE_Beacon_03,0.2875,0.3498,Zone_D
BLE_Beacon_03,0.0987,1.0,Zone_B
BLE_Beacon_05,0.4634,0.0847,Zone_D
BLE_Beacon_01,0.1404,1.0,Zone_D
BLE_Beacon_03,0.4008,0.1403,Zone_B
BLE_Beacon_09,0.696,0.013,Zone_D
BLE_Beacon_06,0.4483,0.0957,Zone_D
BLE_Beacon_06,0.7885,0.0062,Zone_C
BLE_Beacon_07,0.2839,0.36,Zone_A
BLE_Beacon_06,0.5406,0.0455,Zone_A
BLE_Beacon_05,0.1175,1.0,Zone_D
BLE_Beacon_09,0.3523,0.2075,Zone_B
BLE_Beacon_03,0.1501,1.0,Zone_B
BLE_Beacon_05,0.4908,0.068,Zone_A
BLE_Beacon_04,0.5238,0.0521,Zone_D
BLE_Beacon_06,0.8062,0.0053,Zone_B
BLE_Beacon_03,0.2573,0.4462,Zone_C
BLE_Beacon_06,0.7896,0.0061,Zone_A
BLE_Beacon_06,0.8159,0.0049,Zone_B
BLE_Beacon_10,0.8166,0.0049,Zone_D
BLE_Beacon_09,0.3143,0.2819,Zone_D
BLE_Beacon_01,0.1423,1.0,Zone_B
BLE_Beacon_10,0.2433,0.4992,Zone_D
BLE_Beacon_01,0.3321,0.2442,Zone_B
BLE_Beacon_03,0.3392,0.2306,Zone_B
BLE_Beacon_06,0.1182,1.0,Zone_B
BLE_Beacon_10,0.6251,0.023,Zone_B
BLE_Beacon_02,0.7365,0.0094,Zone_C
BLE_Beacon_02,0.365,0.1873,Zone_D
