accel_x_norm,accel_y_norm,accel_z_norm,gyro_mag_norm,activity_state
0.1808,0.4463,0.703,0.0999,Walking
0.2321,0.4008,0.9442,0.855,Walking
0.4735,0.1511,0.853,0.6296,Tap_Pattern
0.2519,0.1029,0.9057,0.7012,Tap_Pattern
0.1205,0.8087,0.2286,0.0045,Micro_Vibration
0.6598,0.8794,0.9024,0.3154,Micro_Vibration
0.2705,0.1911,0.7052,0.0628,Micro_Vibration
0.8601,0.3546,0.3178,0.2709,Micro_Vibration
0.1004,0.6398,0.2995,0.6662,Stationary
0.5174,0.4416,0.9173,0.461,Micro_Vibration
0.2609,0.6055,0.1268,0.6924,Walking
0.86,0.1533,0.0934,0.5453,Walking
0.6283,0.6754,0.7004,0.5397,Stationary
0.5907,0.736,0.9691,0.3025,Tap_Pattern
0.4926,0.4314,0.634,0.8295,Micro_Vibration
0.9616,0.8806,0.7576,0.5889,Tap_Pattern
0.3543,0.358,0.6175,0.0572,Walking
0.4673,0.5429,0.2898,0.4333,Stationary
0.8834,0.3335,0.5035,0.7844,Micro_Vibration
0.8295,0.5415,0.9727,0.3206,Tap_Pattern
0.7106,0.4778,0.4045,0.1719,Walking
0.3979,0.1253,0.5845,0.1683,Walking
0.924,0.8623,0.6376,0.3189,Walking
0.0802,0.5856,0.1688,0.159,Micro_Vibration
0.8696,0.0086,0.1063,0.1834,Tap_Pattern
0.168,0.8829,0.2999,0.1721,Tap_Pattern
0.1887,0.7605,0.8808,0.6461,Stationary
0.8511,0.1695,0.1625,0.9221,Stationary
0.2875,0.5734,0.594,0.7881,Tap_Pattern
0.3944,0.8315,0.4434,0.1344,Tap_Pattern
0.0002,0.9186,0.8919,0.828,Stationary
0.9629,0.3613,0.1942,0.0668,Walking
0.647,0.0188,0.2316,0.0749,Stationary
0.5749,0.2456,0.763,0.5387,Micro_Vibration
0.1345,0.2979,0.4637,0.0868,Micro_Vibration
0.3823,0.0058,0.0468,0.9651,Micro_Vibration
0.4614,0.6591,0.3204,0.281,Stationary
0.9235,0.7484,0.831,0.0549,Tap_Pattern
0.8703,0.3909,0.2184,0.5257,Walking
0.0103,0.5724,0.2283,0.1735,Walking
0.4237,0.4447,0.4256,0.1466,Micro_Vibration
0.6733,0.2056,0.8673,0.1982,Tap_Pattern
0.1147,0.6429,0.7926,0.259,Stationary
0.965,0.2997,0.9387,0.7154,Tap_Pattern
0.349,0.8999,0.2877,0.9154,Micro_Vibration
0.4598,0.4639,0.6585,0.3884,Walking
0.4766,0.4202,0.9186,0.0316,Micro_Vibration
0.79,0.6044,0.1801,0.9747,Walking
0.88,0.8089,0.4734,0.8583,Stationary
0.5116,0.4414,0.998,0.8359,Tap_Pattern
0.6197,0.5646,0.1724,0.6973,Stationary
0.8822,0.287,0.2192,0.3077,Walking
0.0778,0.4962,0.219,0.3454,Walking
0.7961,0.501,0.3887,0.2555,Stationary
0.1655,0.8741,0.7727,0.3697,Micro_Vibration
0.3785,0.7611,0.418,0.5678,Walking
0.6882,0.173,0.5157,0.7339,Walking
0.0632,0.0121,0.9573,0.5956,Micro_Vibration
0.5009,0.3372,0.8856,0.4817,Walking
0.1744,0.3908,0.2785,0.3213,Stationary
0.8352,0.0325,0.781,0.477,Stationary
0.2619,0.4273,0.3047,0.8464,Tap_Pattern
0.737,0.2936,0.4556,0.9562,Walking
0.2758,0.457,0.3962,0.3752,Tap_Pattern
0.8432,0.963,0.3514,0.4156,Tap_Pattern
0.8491,0.1314,0.8768,0.755,Tap_Pattern
0.5535,0.8091,0.9647,0.0671,Walking
0.8823,0.0871,0.3728,0.5175,Stationary
0.9384,0.1492,0.4754,0.6958,Stationary
0.0111,0.517,0.3345,0.6975,Tap_Pattern
0.0204,0.9763,0.3633,0.7529,Tap_Pattern
0.0333,0.8994,0.2279,0.248,Walking
0.9148,0.5921,0.2456,0.027,Tap_Pattern
0.6446,0.6659,0.0223,0.4046,Stationary
0.548,0.1356,0.7349,0.4206,Tap_Pattern
0.9112,0.6424,0.7761,0.6143,Tap_Pattern
0.5081,0.5071,0.3291,0.5024,Walking
0.6763,0.8083,0.0467,0.4707,Micro_Vibration
0.5726,0.2044,0.6797,0.1692,Tap_Pattern
0.9874,0.0241,0.8438,0.7988,Walking
0.8482,0.8438,0.6368,0.571,Micro_Vibration
0.8284,0.6945,0.0587,0.6479,Tap_Pattern
0.765,0.7648,0.5451,0.4015,Tap_Pattern
0.0297,0.3908,0.1868,0.0612,Stationary
0.4022,0.1629,0.9309,0.6762,Stationary
0.4746,0.9435,0.5802,0.1773,Stationary
0.6729,0.5667,0.5365,0.1597,Stationary
0.5619,0.4187,0.3229,0.8836,Micro_Vibration
0.7726,0.2334,0.0904,0.7375,Stationary
0.5339,0.8224,0.308,0.2624,Tap_Pattern
0.5873,0.1577,0.2062,0.6955,Micro_Vibration
0.9725,0.0871,0.7711,0.9576,Walking
0.6871,0.6397,0.6923,0.113,Walking
0.7751,0.6105,0.4185,0.0268,Tap_Pattern
0.5988,0.0635,0.34,0.5386,Micro_Vibration
0.002,0.2585,0.6073,0.1624,Walking
0.232,0.9125,0.7425,0.2779,Micro_Vibration
0.8117,0.6974,0.7828,0.6937,Stationary
0.4659,0.5388,0.4143,0.502,Stationary
0.3864,0.3769,0.6409,0.6633,Stationary
0.3437,0.6452,0.5799,0.7556,Stationary
0.103,0.6505,0.2526,0.7724,Micro_Vibration
0.9013,0.654,0.0932,0.0015,Tap_Pattern
0.7747,0.1144,0.0544,0.5991,Micro_Vibration
0.4123,0.2983,0.4463,0.0479,Stationary
0.5132,0.5394,0.5176,0.8983,Stationary
0.4543,0.4021,0.5287,0.6006,Tap_Pattern
0.5503,0.6513,0.7704,0.8329,Walking
0.7523,0.0302,0.8507,0.4576,Walking
0.9514,0.1839,0.6468,0.6313,Stationary
0.0753,0.5398,0.423,0.5923,Stationary
0.7192,0.8846,0.3849,0.1102,Tap_Pattern
0.4061,0.1324,0.5575,0.5304,Stationary
0.2401,0.12,0.0568,0.7574,Micro_Vibration
0.9943,0.4213,0.6725,0.8824,Walking
0.2693,0.3261,0.5949,0.6302,Micro_Vibration
0.6419,0.334,0.5219,0.8213,Tap_Pattern
0.9,0.0812,0.011,0.7464,Micro_Vibration
0.2983,0.6576,0.3739,0.4078,Stationary
0.5856,0.9388,0.1562,0.2228,Walking
0.2486,0.1826,0.9095,0.5699,Tap_Pattern
0.8229,0.9268,0.0588,0.61,Tap_Pattern
0.0008,0.9183,0.2936,0.3754,Micro_Vibration
0.8445,0.8914,0.3083,0.3519,Micro_Vibration
0.6984,0.4249,0.5012,0.0792,Tap_Pattern
0.7898,0.7789,0.2784,0.0163,Micro_Vibration
0.8737,0.8271,0.272,0.8772,Micro_Vibration
0.1189,0.8743,0.57,0.9981,Micro_Vibration
0.5178,0.2764,0.7123,0.4111,Micro_Vibration
0.9607,0.2308,0.0384,0.4032,Tap_Pattern
0.6043,0.6249,0.5289,0.2837,Stationary
0.1293,0.5815,0.5669,0.4846,Micro_Vibration
0.1349,0.0505,0.2566,0.6048,Tap_Pattern
0.1845,0.9612,0.5637,0.1288,Tap_Pattern
0.417,0.0727,0.4537,0.9314,Tap_Pattern
0.1769,0.8925,0.377,0.9853,Micro_Vibration
0.588,0.7372,0.7911,0.734,Micro_Vibration
0.2153,0.7515,0.7348,0.8652,Tap_Pattern
0.556,0.464,0.4954,0.6109,Walking
0.9164,0.4338,0.3011,0.2471,Micro_Vibration
0.0489,0.9475,0.8075,0.8952,Micro_Vibration
0.0956,0.2001,0.5279,0.1896,Stationary
0.1548,0.1261,0.0098,0.0044,Stationary
0.2896,0.0497,0.9789,0.6984,Tap_Pattern
0.1468,0.6169,0.747,0.0673,Walking
0.7412,0.6613,0.8529,0.8707,Stationary
0.2177,0.1182,0.2041,0.8115,Tap_Pattern
0.3214,0.9011,0.8436,0.4701,Stationary
0.5914,0.5401,0.6444,0.8328,Tap_Pattern
0.2971,0.7423,0.6671,0.6973,Walking
0.9086,0.3295,0.9696,0.649,Stationary
0.5186,0.2335,0.8317,0.031,Tap_Pattern
0.9933,0.4281,0.9424,0.1023,Walking
0.5587,0.6204,0.1251,0.9377,Stationary
0.649,0.8573,0.4023,0.1317,Stationary
0.0852,0.6589,0.246,0.9352,Tap_Pattern
0.6157,0.409,0.9364,0.4306,Walking
0.9782,0.1529,0.7645,0.9154,Walking
0.8496,0.0067,0.2479,0.9394,Tap_Pattern
0.2576,0.7108,0.318,0.9644,Micro_Vibration
0.4822,0.6187,0.8504,0.0969,Stationary
0.4962,0.4959,0.6424,0.0733,Walking
0.0621,0.419,0.7576,0.7618,Micro_Vibration
0.966,0.1466,0.3335,0.622,Stationary
0.5908,0.5156,0.1934,0.4596,Micro_Vibration
0.2983,0.1838,0.2939,0.9963,Walking
0.8466,0.2866,0.6089,0.7797,Tap_Pattern
0.4313,0.4439,0.9588,0.416,Micro_Vibration
0.7745,0.3152,0.0657,0.9687,Stationary
0.6918,0.4704,0.3214,0.7774,Stationary
0.7864,0.6299,0.9775,0.6881,Walking
0.0898,0.6951,0.961,0.1665,Walking
0.0785,0.3517,0.1926,0.2558,Stationary
0.5583,0.354,0.0015,0.3463,Stationary
0.7289,0.8078,0.321,0.8352,Walking
0.2712,0.8008,0.3924,0.3657,Stationary
0.9218,0.0469,0.4919,0.4728,Stationary
0.2851,0.5878,0.8923,0.8012,Walking
0.3189,0.3118,0.5396,0.9847,Micro_Vibration
0.6042,0.7885,0.5459,0.1782,Stationary
0.681,0.5886,0.3937,0.1603,Stationary
0.2385,0.3717,0.8208,0.5547,Walking
0.6283,0.6934,0.021,0.4448,Stationary
0.1516,0.3217,0.6081,0.3379,Tap_Pattern
0.2825,0.4373,0.6003,0.867,Micro_Vibration
0.3425,0.4175,0.2001,0.9325,Tap_Pattern
0.3,0.85,0.5031,0.5072,Stationary
0.7621,0.8404,0.4874,0.5056,Tap_Pattern
0.9924,0.0426,0.1682,0.979,Stationary
0.5995,0.6151,0.5409,0.7229,Walking
0.8657,0.0789,0.1997,0.8562,Micro_Vibration
0.8108,0.3786,0.0962,0.5371,Walking
0.5609,0.3429,0.8003,0.241,Stationary
0.1114,0.6562,0.0323,0.9942,Micro_Vibration
0.1467,0.3135,0.6006,0.4704,Stationary
0.476,0.952,0.3634,0.2785,Tap_Pattern
0.7264,0.9586,0.0567,0.5318,Micro_Vibration
0.9185,0.8954,0.0799,0.7507,Walking
0.3904,0.0734,0.6176,0.339,Micro_Vibration
0.5766,0.4212,0.7927,0.8039,Tap_Pattern
0.1323,0.4074,0.2482,0.7031,Tap_Pattern
0.9228,0.3633,0.9762,0.1379,Tap_Pattern
0.0737,0.5346,0.0164,0.374,Tap_Pattern
0.0059,0.9068,0.5169,0.0484,Stationary
0.3934,0.0415,0.3958,0.434,Stationary
0.371,0.1293,0.5309,0.6411,Tap_Pattern
0.266,0.008,0.545,0.1207,Micro_Vibration
0.5866,0.5924,0.9884,0.0587,Micro_Vibration
0.6391,0.1432,0.1353,0.6083,Walking
0.1581,0.2,0.9428,0.757,Tap_Pattern
0.6961,0.3667,0.8575,0.5745,Micro_Vibration
0.9692,0.0417,0.6233,0.5334,Stationary
0.133,0.967,0.3488,0.8147,Tap_Pattern
0.9344,0.6616,0.2578,0.2734,Micro_Vibration
0.0438,0.2858,0.5568,0.605,Walking
0.9257,0.2251,0.0906,0.5574,Stationary
0.7184,0.5952,0.3479,0.3504,Micro_Vibration
0.2834,0.839,0.283,0.3302,Tap_Pattern
0.1569,0.1679,0.7942,0.371,Stationary
0.4933,0.495,0.3149,0.4074,Stationary
0.2347,0.8116,0.1025,0.42,Micro_Vibration
0.3096,0.4231,0.4476,0.2963,Micro_Vibration
0.7578,0.9018,0.4061,0.1311,Walking
0.7998,0.0629,0.504,0.0272,Walking
0.9549,0.6809,0.0679,0.2304,Stationary
0.4232,0.809,0.316,0.054,Tap_Pattern
0.5721,0.3734,0.1792,0.3022,Micro_Vibration
0.2453,0.3264,0.4423,0.2653,Tap_Pattern
0.9686,0.7319,0.3654,0.0971,Walking
0.6944,0.9875,0.4675,0.0544,Tap_Pattern
0.1231,0.9336,0.08,0.643,Tap_Pattern
0.4347,0.7436,0.3003,0.7185,Micro_Vibration
0.4297,0.3883,0.1231,0.2351,Walking
0.7135,0.4949,0.6272,0.5596,Tap_Pattern
0.5469,0.0069,0.6867,0.0492,Micro_Vibration
0.9706,0.9938,0.6941,0.8476,Stationary
0.5421,0.2444,0.006,0.6424,Micro_Vibration
0.1639,0.6035,0.4325,0.2419,Micro_Vibration
0.8503,0.1437,0.7065,0.6986,Micro_Vibration
0.7861,0.1333,0.5655,0.8606,Walking
0.2591,0.186,0.5607,0.1334,Micro_Vibration
0.7631,0.8155,0.9348,0.8958,Tap_Pattern
0.3761,0.8595,0.6527,0.2583,Tap_Pattern
0.4734,0.2368,0.9331,0.1595,Walking
0.6517,0.0467,0.2383,0.1824,Stationary
0.2514,0.9916,0.0653,0.6168,Micro_Vibration
0.7611,0.1752,0.2789,0.1383,Walking
0.4946,0.0706,0.591,0.1494,Stationary
0.7997,0.4833,0.8199,0.862,Walking
0.8427,0.69,0.1268,0.389,Tap_Pattern
0.3236,0.5684,0.6094,0.0694,Micro_Vibration
0.1243,0.0038,0.8323,0.7886,Micro_Vibration
0.2134,0.1547,0.7735,0.4325,Micro_Vibration
0.9136,0.4928,0.4674,0.2183,Stationary
0.4142,0.726,0.6998,0.0338,Tap_Pattern
0.4018,0.2987,0.4781,0.9255,Tap_Pattern
0.0034,0.5585,0.0524,0.3785,Stationary
0.3351,0.3132,0.6239,0.7961,Micro_Vibration
0.6302,0.0848,0.8241,0.6403,Walking
0.7279,0.1323,0.4961,0.0185,Tap_Pattern
0.4732,0.7586,0.5063,0.428,Tap_Pattern
0.1377,0.5692,0.0024,0.9259,Micro_Vibration
0.0138,0.04,0.7066,0.1909,Walking
0.6343,0.7939,0.9438,0.883,Walking
0.9459,0.7289,0.2827,0.4478,Walking
0.595,0.6457,0.2089,0.5227,Micro_Vibration
0.9809,0.699,0.5707,0.4844,Walking
0.8421,0.5982,0.0774,0.5987,Tap_Pattern
0.0344,0.7401,0.8887,0.8139,Stationary
0.8668,0.5972,0.8004,0.2075,Tap_Pattern
0.7751,0.4365,0.2165,0.1318,Micro_Vibration
0.9754,0.2573,0.381,0.1308,Micro_Vibration
0.7186,0.5857,0.9346,0.5337,Stationary
0.6605,0.9102,0.3295,0.2883,Walking
0.228,0.0163,0.6998,0.1825,Tap_Pattern
0.4369,0.699,0.9192,0.1633,Micro_Vibration
0.8166,0.9722,0.7032,0.3042,Tap_Pattern
0.3002,0.8267,0.9291,0.1616,Tap_Pattern
0.7151,0.7465,0.6961,0.0642,Micro_Vibration
0.909,0.1288,0.4503,0.643,Tap_Pattern
0.0578,0.6573,0.9725,0.2901,Tap_Pattern
0.5222,0.3844,0.077,0.7313,Walking
0.5755,0.3701,0.3059,0.7476,Walking
0.3914,0.753,0.3246,0.4284,Tap_Pattern
0.6235,0.5674,0.7968,0.1928,Micro_Vibration
0.9711,0.8563,0.8581,0.4448,Micro_Vibration
0.395,0.1193,0.8394,0.0594,Micro_Vibration
0.4172,0.3842,0.1324,0.099,Walking
0.3563,0.3187,0.4496,0.5066,Walking
0.3305,0.6655,0.5227,0.3986,Walking
0.7516,0.3585,0.4935,0.0999,Micro_Vibration
0.2548,0.431,0.0057,0.0523,Tap_Pattern
0.3376,0.7869,0.4149,0.531,Micro_Vibration
0.2912,0.0575,0.0713,0.3826,Walking
0.3251,0.1539,0.8918,0.8616,Walking
0.0687,0.5123,0.6116,0.933,Stationary
0.1437,0.848,0.2017,0.5293,Tap_Pattern
0.017,0.7755,0.8365,0.8206,Stationary
0.7302,0.4526,0.9583,0.4082,Stationary
0.8819,0.2983,0.9366,0.1539,Micro_Vibration
0.5127,0.4112,0.1734,0.7973,Walking
0.7313,0.5406,0.7359,0.2233,Walking
0.7467,0.2126,0.668,0.0121,Tap_Pattern
0.638,0.8237,0.4756,0.4848,Tap_Pattern
0.1349,0.2727,0.99,0.5552,Stationary
0.2097,0.3892,0.2703,0.0132,Walking
0.9144,0.464,0.3539,0.7701,Tap_Pattern
0.2992,0.5094,0.9837,0.573,Tap_Pattern
0.6402,0.9533,0.573,0.6768,Walking
0.5845,0.6279,0.5485,0.1404,Tap_Pattern
0.0011,0.7172,0.251,0.1471,Stationary
0.8014,0.9694,0.3538,0.5304,Micro_Vibration
0.3321,0.2804,0.8415,0.0176,Micro_Vibration
0.8444,0.1536,0.2274,0.5635,Tap_Pattern
0.665,0.4712,0.5326,0.4603,Walking
0.9557,0.1137,0.3088,0.5135,Tap_Pattern
0.7378,0.9934,0.6867,0.7216,Micro_Vibration
0.0037,0.522,0.7239,0.8391,Walking
0.7867,0.52,0.3964,0.5143,Walking
0.106,0.4203,0.2447,0.7665,Micro_Vibration
0.9711,0.4294,0.7368,0.3606,Tap_Pattern
0.7164,0.7567,0.1657,0.42,Tap_Pattern
0.2925,0.5164,0.0987,0.9822,Micro_Vibration
0.6998,0.3839,0.1818,0.5904,Stationary
0.3715,0.9817,0.5296,0.8935,Stationary
0.4687,0.5007,0.2949,0.1467,Tap_Pattern
0.8233,0.8217,0.5631,0.4143,Stationary
0.9336,0.9279,0.2356,0.4602,Micro_Vibration
0.2201,0.4738,0.4503,0.5026,Stationary
0.9807,0.8839,0.228,0.6793,Stationary
0.0359,0.8126,0.7629,0.4284,Walking
0.8729,0.7145,0.6277,0.448,Walking
0.8099,0.9844,0.5809,0.7033,Stationary
0.6271,0.4452,0.4964,0.3139,Stationary
0.9888,0.8785,0.5446,0.6243,Stationary
0.843,0.7489,0.4628,0.0663,Stationary
0.3204,0.6025,0.5578,0.3025,Tap_Pattern
0.1676,0.8268,0.2101,0.2636,Tap_Pattern
0.411,0.5251,0.8612,0.9595,Tap_Pattern
0.3986,0.1509,0.5937,0.6813,Micro_Vibration
0.1145,0.6316,0.6679,0.0279,Walking
0.7382,0.5472,0.8073,0.0998,Tap_Pattern
0.8473,0.7841,0.0983,0.767,Stationary
0.6489,0.4885,0.9154,0.388,Stationary
0.8731,0.0471,0.5861,0.2194,Micro_Vibration
0.5895,0.144,0.5533,0.8935,Micro_Vibration
0.2749,0.7064,0.6628,0.8495,Walking
0.6075,0.4541,0.0462,0.7138,Stationary
0.4207,0.3279,0.511,0.4138,Micro_Vibration
0.9965,0.191,0.3543,0.4461,Tap_Pattern
0.4423,0.7397,0.7659,0.8399,Micro_Vibration
0.1002,0.3293,0.6321,0.6813,Walking
0.44,0.9051,0.3575,0.6437,Tap_Pattern
0.6179,0.6755,0.7392,0.5166,Walking
0.2634,0.3112,0.9819,0.5374,Stationary
0.9719,0.3114,0.3086,0.4834,Stationary
0.6514,0.7016,0.7525,0.9362,Walking
0.8508,0.1985,0.5358,0.444,Walking
0.6278,0.3935,0.9344,0.5338,Stationary
0.7437,0.5828,0.4379,0.8727,Tap_Pattern
0.5377,0.8737,0.1421,0.6388,Walking
0.8043,0.6276,0.3572,0.5124,Walking
0.412,0.473,0.8102,0.0247,Micro_Vibration
0.8194,0.4233,0.8562,0.9538,Stationary
0.0664,0.2179,0.1347,0.3193,Micro_Vibration
0.7584,0.506,0.2083,0.119,Tap_Pattern
0.3661,0.7064,0.1602,0.91,Micro_Vibration
0.6625,0.2335,0.509,0.9617,Micro_Vibration
0.7107,0.1367,0.8299,0.3314,Walking
0.9218,0.6619,0.6425,0.9959,Micro_Vibration
0.2266,0.3001,0.3759,0.9927,Walking
0.069,0.347,0.7389,0.5375,Tap_Pattern
0.7971,0.024,0.4666,0.2073,Walking
0.7947,0.8466,0.709,0.3888,Stationary
0.3454,0.6322,0.3567,0.2834,Stationary
0.9216,0.4871,0.7407,0.9233,Stationary
0.4247,0.442,0.3367,0.9483,Micro_Vibration
0.0769,0.6644,0.4045,0.5518,Walking
0.8912,0.0989,0.7877,0.2999,Walking
0.6676,0.3866,0.8894,0.7052,Walking
0.8173,0.2034,0.4869,0.4497,Stationary
0.7359,0.1285,0.8104,0.8594,Tap_Pattern
0.2886,0.6369,0.2414,0.2013,Stationary
0.8119,0.4248,0.8527,0.3479,Stationary
0.5751,0.6458,0.3845,0.8192,Stationary
0.5578,0.1886,0.3771,0.4597,Tap_Pattern
0.9899,0.4139,0.9525,0.0015,Walking
0.7466,0.9153,0.2779,0.8113,Stationary
0.1344,0.849,0.128,0.68,Micro_Vibration
0.2687,0.5884,0.0396,0.8996,Micro_Vibration
0.7252,0.9719,0.5537,0.8911,Tap_Pattern
0.3581,0.7404,0.0938,0.8642,Stationary
0.3274,0.6357,0.2761,0.4036,Walking
0.2938,0.6168,0.2113,0.7769,Walking
0.0627,0.304,0.3955,0.3605,Walking
0.1401,0.809,0.8136,0.11,Tap_Pattern
0.2463,0.7516,0.3796,0.0665,Walking
0.7351,0.6428,0.8936,0.6337,Walking
0.5826,0.158,0.1827,0.6853,Tap_Pattern
0.8508,0.2627,0.0927,0.6079,Stationary
0.2163,0.8583,0.7928,0.8144,Walking
0.0025,0.1789,0.8016,0.3433,Micro_Vibration
0.8317,0.7818,0.2711,0.2885,Walking
0.875,0.3993,0.1407,0.5334,Micro_Vibration
0.5727,0.3007,0.755,0.9567,Stationary
0.2527,0.3612,0.378,0.7389,Stationary
0.3738,0.4822,0.5803,0.198,Walking
0.0928,0.2607,0.7817,0.458,Tap_Pattern
0.5896,0.3168,0.0635,0.8748,Stationary
0.2895,0.5832,0.2854,0.4408,Tap_Pattern
0.4249,0.5138,0.0518,0.5283,Walking
0.502,0.0598,0.7231,0.5359,Micro_Vibration
0.0858,0.2061,0.0843,0.0921,Stationary
0.2502,0.4331,0.5349,0.1708,Stationary
0.9453,0.0148,0.7984,0.0776,Tap_Pattern
0.0973,0.6151,0.4054,0.5245,Tap_Pattern
0.3012,0.3307,0.4541,0.0529,Stationary
0.1428,0.4278,0.5782,0.1979,Stationary
0.3723,0.2633,0.7067,0.1962,Tap_Pattern
0.0332,0.1847,0.0542,0.9589,Tap_Pattern
0.8743,0.9768,0.6914,0.3351,Stationary
0.6753,0.9155,0.1381,0.2883,Stationary
0.0958,0.7883,0.0273,0.4089,Stationary
0.1031,0.0754,0.3198,0.5888,Micro_Vibration
0.0191,0.9831,0.4018,0.8928,Micro_Vibration
0.8488,0.5193,0.1287,0.8529,Walking
0.0374,0.9912,0.2321,0.9773,Micro_Vibration
0.1842,0.1761,0.3724,0.1398,Stationary
0.0956,0.6633,0.6139,0.0464,Stationary
0.1139,0.2077,0.5342,0.2091,Stationary
0.1924,0.6417,0.3636,0.517,Stationary
0.7966,0.1583,0.7329,0.2542,Tap_Pattern
0.6793,0.3333,0.2166,0.1857,Tap_Pattern
0.2984,0.8042,0.6094,0.4282,Stationary
0.1733,0.5836,0.43,0.1933,Micro_Vibration
0.7454,0.7297,0.5833,0.3566,Tap_Pattern
0.7504,0.6367,0.4736,0.9049,Micro_Vibration
0.2767,0.5728,0.637,0.3605,Tap_Pattern
0.8304,0.3562,0.8348,0.0921,Micro_Vibration
0.9973,0.9818,0.4043,0.8141,Stationary
0.2675,0.764,0.3901,0.1577,Micro_Vibration
0.8723,0.5109,0.6196,0.4166,Walking
0.1052,0.4727,0.9926,0.2192,Tap_Pattern
0.849,0.698,0.1593,0.8782,Walking
0.9238,0.3938,0.7197,0.6669,Walking
0.2084,0.5806,0.6894,0.9259,Micro_Vibration
0.7619,0.8807,0.5766,0.8882,Micro_Vibration
0.1541,0.2025,0.9108,0.755,Tap_Pattern
0.4939,0.5924,0.2978,0.3388,Stationary
0.1567,0.4577,0.6449,0.934,Micro_Vibration
0.7449,0.5471,0.2246,0.2715,Walking
0.4108,0.3285,0.7491,0.2464,Stationary
0.413,0.1013,0.7307,0.1471,Tap_Pattern
0.5902,0.2364,0.6084,0.8894,Stationary
0.4153,0.3545,0.2246,0.9463,Stationary
0.1015,0.8969,0.5153,0.1967,Tap_Pattern
0.0884,0.2448,0.4971,0.2082,Micro_Vibration
0.3795,0.4715,0.166,0.8301,Stationary
0.943,0.2739,0.6135,0.8145,Stationary
0.5559,0.1399,0.7319,0.5738,Stationary
0.1318,0.1225,0.2855,0.7838,Walking
0.783,0.442,0.1839,0.6424,Micro_Vibration
0.7487,0.9915,0.6328,0.3886,Walking
0.3445,0.4055,0.9172,0.1913,Stationary
0.46,0.7481,0.5851,0.8065,Walking
0.0113,0.3954,0.5727,0.5056,Stationary
0.9935,0.1098,0.642,0.7025,Tap_Pattern
0.7186,0.5672,0.0884,0.41,Stationary
0.4117,0.889,0.2242,0.3286,Stationary
0.0329,0.9559,0.1074,0.3499,Stationary
0.1136,0.7761,0.2469,0.6016,Stationary
0.7614,0.0813,0.2264,0.2722,Walking
0.2154,0.9176,0.4193,0.482,Micro_Vibration
0.957,0.2736,0.7946,0.2814,Walking
0.0886,0.0621,0.0712,0.4342,Micro_Vibration
0.0377,0.994,0.9087,0.0911,Tap_Pattern
0.0104,0.2829,0.6545,0.5903,Stationary
0.7717,0.0476,0.3116,0.899,Micro_Vibration
0.8936,0.0387,0.5296,0.8308,Tap_Pattern
0.8532,0.9258,0.4042,0.5443,Stationary
0.748,0.0724,0.6208,0.0396,Walking
0.1444,0.9548,0.7697,0.2578,Walking
0.3024,0.2611,0.1559,0.0599,Walking
0.1975,0.4255,0.6954,0.5655,Stationary
0.4857,0.9392,0.5917,0.2054,Tap_Pattern
0.0588,0.3239,0.4806,0.8552,Stationary
0.7907,0.116,0.8769,0.7827,Stationary
0.583,0.3094,0.8476,0.0162,Micro_Vibration
0.3035,0.4639,0.8674,0.1616,Stationary
0.2893,0.1192,0.8404,0.4594,Walking
0.3171,0.9086,0.9339,0.0751,Micro_Vibration
0.9698,0.4764,0.5101,0.4909,Walking
0.8602,0.1875,0.0717,0.5541,Stationary
0.0375,0.6372,0.3017,0.9706,Tap_Pattern
0.1221,0.5776,0.2863,0.2495,Micro_Vibration
0.119,0.284,0.0479,0.71,Stationary
0.9201,0.2178,0.0514,0.5968,Tap_Pattern
0.9658,0.1855,0.0664,0.5479,Walking
0.3371,0.9983,0.1755,0.656,Walking
0.8934,0.002,0.633,0.283,Stationary
0.9342,0.4665,0.5428,0.7048,Walking
0.5206,0.9149,0.3589,0.3904,Walking
0.5067,0.982,0.5979,0.9812,Stationary
0.3692,0.5908,0.6287,0.7305,Tap_Pattern
0.4514,0.9391,0.917,0.2082,Walking
0.7783,0.2962,0.1456,0.9905,Tap_Pattern
0.6382,0.0864,0.1561,0.4042,Walking
0.4051,0.0259,0.3828,0.008,Stationary
0.6633,0.083,0.859,0.6539,Walking
0.1112,0.2225,0.9868,0.3781,Tap_Pattern
0.8611,0.2607,0.7875,0.512,Stationary
0.8769,0.0034,0.6382,0.8127,Tap_Pattern
0.5415,0.059,0.2719,0.972,Stationary
0.4859,0.5363,0.0077,0.4076,Micro_Vibration
0.5015,0.1113,0.3512,0.7927,Micro_Vibration
0.14,0.1428,0.1481,0.175,Micro_Vibration
0.2839,0.5361,0.471,0.8663,Micro_Vibration
0.3579,0.606,0.5955,0.0319,Walking
0.0923,0.7263,0.5542,0.4524,Stationary
0.2282,0.8899,0.1018,0.1155,Micro_Vibration
0.347,0.0297,0.853,0.7743,Micro_Vibration
0.3187,0.7798,0.443,0.1456,Micro_Vibration
0.9235,0.0077,0.9295,0.2893,Walking
0.9565,0.5565,0.0409,0.7592,Micro_Vibration
0.0292,0.9266,0.0172,0.0728,Walking
0.1023,0.2877,0.8667,0.9432,Micro_Vibration
0.3013,0.6133,0.8716,0.1262,Stationary
0.9298,0.2626,0.4695,0.41,Tap_Pattern
0.2878,0.8838,0.1289,0.0364,Stationary
0.6416,0.6741,0.9263,0.2233,Tap_Pattern
0.222,0.3444,0.9813,0.5592,Stationary
